employee_id,age,experience_years,education_level,department,skill_level,technical_skill_score,communication_score,leadership_score,problem_solving_score,task_id,task_complexity,required_skill_level,deadline_days,workload_hours,task_priority,team_size,previous_task_success_rate,attendance_rate,performance_rating,idle_time_hours,conflict_rate,allocation_status
220,56,18,Master,HR,Expert,79,58,84,40,1025,Medium,Low,25,3,Medium,9,77,95,Poor,0,0,Suboptimal
221,40,22,Diploma,IT,Expert,87,97,68,70,8946,Low,Expert,1,5,Low,2,80,89,Excellent,1,0,Reassignment Required
222,37,16,Master,HR,Low,69,68,34,95,8297,Low,Expert,4,11,High,6,60,89,Poor,4,0,Suboptimal
223,24,8,Diploma,HR,Low,54,76,86,62,7553,High,Expert,15,6,Medium,2,76,70,Poor,2,1,Suboptimal
224,41,25,Master,IT,High,92,50,44,59,6759,Medium,Low,16,11,Critical,8,67,74,Average,3,3,Optimal
225,45,12,Master,R&D,Low,54,94,45,55,8755,Low,Expert,11,11,Medium,6,88,78,Poor,0,4,Suboptimal
226,54,21,Diploma,IT,High,55,58,86,85,2129,Low,Medium,3,6,High,2,79,72,Good,3,4,Suboptimal
227,45,4,Diploma,HR,High,96,67,54,71,5996,Medium,Expert,12,6,Critical,6,96,81,Good,2,1,Reassignment Required
228,32,22,Master,Marketing,High,72,78,51,56,5145,Low,Expert,12,11,Low,3,98,87,Good,0,0,Reassignment Required
229,29,4,Master,HR,High,49,60,60,57,6641,Medium,Low,11,11,Critical,9,64,97,Excellent,0,0,Reassignment Required
230,57,9,Diploma,Operations,Medium,58,65,63,96,9633,Low,Low,16,3,Medium,2,69,71,Good,5,4,Suboptimal
231,59,20,PhD,Operations,High,76,61,45,43,6897,Medium,Low,29,9,Low,6,65,79,Poor,3,2,Reassignment Required
232,41,26,Diploma,Operations,Low,89,45,99,74,8369,Medium,Low,21,6,Medium,9,66,76,Average,3,4,Reassignment Required
233,56,9,Master,R&D,Low,42,50,88,79,4895,Low,Medium,21,7,Low,2,94,99,Good,1,4,Reassignment Required
234,46,26,Master,Finance,Low,75,98,44,75,5797,Medium,Low,13,9,Critical,8,86,91,Excellent,5,1,Optimal
235,56,6,Master,Operations,Low,43,53,42,62,2828,High,High,12,9,Low,6,80,87,Poor,3,0,Suboptimal
236,46,25,Diploma,Marketing,Medium,50,99,53,54,1559,High,High,10,11,Medium,6,83,85,Poor,4,3,Optimal
237,50,14,Master,R&D,Expert,80,75,42,52,4914,Medium,Low,26,8,High,7,88,82,Excellent,1,4,Optimal
238,39,6,PhD,Finance,Expert,72,99,94,53,9430,High,Low,11,9,High,7,86,70,Average,3,4,Optimal
239,39,28,Bachelor,Finance,High,67,79,65,53,9050,Low,Medium,18,11,High,8,97,76,Excellent,0,3,Reassignment Required
240,23,26,PhD,Operations,High,71,80,78,76,7900,Low,High,5,8,Low,5,61,99,Average,3,1,Optimal
241,56,14,Diploma,HR,Low,96,41,77,44,6587,Medium,Expert,20,11,High,8,84,80,Excellent,5,2,Suboptimal
242,37,2,Master,IT,Low,55,96,72,98,6412,Low,Medium,13,7,High,9,61,75,Poor,2,1,Optimal
243,57,18,Diploma,HR,Expert,48,82,35,61,5612,Low,Expert,17,6,Medium,2,97,90,Good,1,4,Optimal
244,54,9,Bachelor,HR,Expert,50,99,97,67,4683,High,Low,12,6,Critical,3,77,74,Good,0,1,Suboptimal
245,25,27,Diploma,Finance,Low,45,59,43,84,9396,Low,High,17,9,Low,4,66,79,Average,3,3,Reassignment Required
246,54,28,Master,Finance,High,98,61,59,43,8347,Low,Expert,1,2,High,4,63,98,Poor,2,1,Optimal
247,35,14,Bachelor,R&D,Medium,88,78,37,89,4600,High,High,8,3,Medium,7,99,72,Good,1,4,Suboptimal
248,42,2,Bachelor,R&D,Medium,66,43,83,77,7643,Medium,Expert,16,2,Low,9,69,96,Excellent,1,3,Optimal
249,41,5,Master,Finance,Expert,51,95,95,68,2213,Medium,Medium,15,11,Medium,2,87,84,Poor,1,3,Optimal
250,29,11,Master,Marketing,Expert,61,68,33,76,8347,High,Low,19,8,Critical,9,89,81,Poor,0,4,Reassignment Required
251,28,14,Master,Marketing,Expert,79,85,89,74,4091,High,High,25,10,High,7,83,74,Good,3,4,Suboptimal
252,24,5,Diploma,IT,Medium,87,97,82,59,2382,Low,Medium,10,8,Low,6,95,83,Excellent,0,4,Optimal
253,38,12,PhD,Finance,Medium,76,63,44,74,4680,Low,High,2,10,Low,9,75,81,Excellent,4,2,Optimal
254,54,28,Diploma,Operations,Low,60,40,30,74,9198,Medium,Expert,25,5,High,6,92,91,Good,3,4,Suboptimal
255,33,18,Diploma,R&D,High,72,63,51,59,4498,Medium,Expert,27,8,Medium,3,69,80,Excellent,4,1,Optimal
256,43,2,PhD,Finance,Expert,56,97,44,41,9487,High,Low,25,11,Critical,2,80,92,Good,3,0,Reassignment Required
257,43,7,Master,Marketing,Low,95,69,51,91,6506,Low,Expert,4,11,Low,4,86,92,Average,1,2,Suboptimal
258,51,7,Master,Finance,Medium,68,51,79,97,9455,High,Low,4,8,Low,3,80,82,Average,0,2,Reassignment Required
259,59,22,PhD,Marketing,Low,92,58,77,98,3137,Medium,Low,20,11,Critical,8,86,79,Poor,4,0,Suboptimal
260,59,25,PhD,Finance,Medium,79,76,80,57,8655,Medium,Medium,12,11,Low,2,91,79,Good,1,1,Optimal
261,29,19,Diploma,Operations,High,49,97,46,69,9124,High,Low,17,3,Critical,9,64,93,Excellent,1,2,Suboptimal
262,48,14,Bachelor,IT,Medium,57,79,80,81,5948,Low,Medium,21,3,High,2,94,90,Excellent,5,2,Suboptimal
263,48,3,PhD,Operations,Low,86,82,66,95,4865,Low,High,29,9,Critical,7,81,83,Good,4,4,Suboptimal
264,55,18,Diploma,Marketing,High,91,93,78,97,6460,High,Expert,22,3,Critical,7,95,89,Poor,3,3,Optimal
265,42,20,Bachelor,R&D,Medium,52,43,88,92,6448,Medium,Expert,4,2,Medium,2,69,85,Good,4,2,Optimal
266,51,2,Master,R&D,Expert,66,54,39,68,5496,High,Expert,8,2,Critical,5,93,81,Excellent,0,1,Reassignment Required
267,54,12,Master,HR,Medium,49,59,59,78,5452,High,Low,16,2,High,3,65,92,Good,2,3,Reassignment Required
268,49,7,Diploma,Operations,High,71,83,50,98,7898,Low,Medium,15,7,Low,2,73,87,Excellent,3,0,Optimal
269,54,22,Diploma,Finance,Low,80,59,63,91,3546,Medium,Medium,14,6,Medium,9,96,93,Excellent,1,2,Optimal
270,26,15,PhD,IT,High,84,93,79,97,5929,Medium,Medium,19,8,Critical,8,78,73,Good,5,1,Suboptimal
271,40,12,Master,Finance,Low,42,94,76,61,9310,Low,Low,11,4,Medium,7,91,79,Average,4,0,Optimal
272,25,2,Diploma,Finance,Medium,61,60,35,68,8214,Medium,Expert,25,6,High,8,79,70,Excellent,5,4,Reassignment Required
273,56,15,Master,Operations,Medium,66,49,79,99,3395,Medium,Expert,13,3,High,3,80,87,Excellent,5,4,Optimal
274,38,8,Master,IT,High,94,69,92,85,8671,Low,Medium,23,10,Low,4,74,84,Poor,2,3,Reassignment Required
275,49,27,PhD,HR,Expert,42,63,41,49,6514,Medium,Low,8,10,High,2,76,86,Excellent,5,0,Optimal
276,51,13,Bachelor,Finance,Medium,72,87,70,59,2702,Medium,Expert,23,5,High,9,83,90,Good,4,3,Optimal
277,50,12,PhD,IT,Expert,41,94,60,55,9721,High,Low,9,3,Critical,6,80,70,Average,2,0,Suboptimal
278,27,20,Diploma,HR,Expert,50,79,31,45,4674,Medium,High,2,11,High,2,74,96,Excellent,3,0,Reassignment Required
279,56,24,PhD,Finance,High,85,91,45,56,9494,High,High,20,9,High,2,70,83,Average,4,4,Optimal
280,58,6,PhD,IT,Medium,49,79,30,45,5251,High,Low,2,5,High,3,96,81,Poor,4,3,Suboptimal
281,45,14,Master,Operations,Expert,78,77,33,61,1013,High,High,8,6,Low,8,89,94,Good,2,4,Suboptimal
282,50,6,PhD,R&D,Medium,94,42,76,57,8187,Low,Expert,18,5,Critical,3,77,96,Excellent,0,0,Reassignment Required
283,52,5,Diploma,R&D,Low,99,68,94,71,3803,Low,Medium,24,3,Critical,7,87,80,Average,5,4,Suboptimal
284,56,1,Bachelor,Finance,Expert,72,47,81,67,1888,Medium,Low,22,7,Medium,5,72,89,Excellent,1,3,Reassignment Required
285,54,8,PhD,Finance,High,97,68,76,81,5540,High,High,7,2,High,2,69,95,Average,2,3,Reassignment Required
286,42,21,PhD,IT,High,46,94,79,49,9090,Medium,Medium,11,9,Medium,7,98,88,Poor,5,1,Reassignment Required
287,53,23,Bachelor,R&D,Expert,54,49,74,80,3169,Medium,Expert,29,2,Medium,4,71,99,Average,4,4,Suboptimal
288,44,16,Diploma,Finance,Medium,65,44,71,61,4651,Medium,Expert,22,6,High,3,97,94,Excellent,2,1,Suboptimal
289,54,4,Diploma,HR,Low,50,50,85,67,9017,Medium,Low,28,10,Critical,9,99,73,Good,2,0,Reassignment Required
290,24,11,PhD,Finance,Low,77,43,86,54,9240,Medium,Medium,25,2,High,5,85,86,Average,4,4,Suboptimal
291,39,0,Master,R&D,High,66,88,62,82,1180,High,Expert,20,11,Medium,8,78,87,Average,4,2,Suboptimal
292,46,9,PhD,Marketing,High,93,97,57,68,4878,High,Low,1,8,Low,9,82,73,Good,0,1,Reassignment Required
293,52,10,Bachelor,R&D,Medium,78,74,73,46,4464,High,High,25,8,Medium,6,95,96,Excellent,0,3,Reassignment Required
294,24,15,Bachelor,HR,High,46,89,85,89,1529,High,Medium,16,6,Critical,6,86,70,Average,0,1,Suboptimal
295,45,13,Bachelor,IT,Medium,40,79,73,73,6771,Low,Expert,16,5,Low,5,75,75,Poor,5,4,Reassignment Required
296,53,7,PhD,HR,Expert,49,95,63,71,5679,High,High,29,10,Medium,7,66,76,Excellent,4,1,Reassignment Required
297,43,23,PhD,Marketing,Low,60,51,43,41,8940,High,Medium,10,6,High,9,72,70,Average,3,3,Optimal
298,44,16,Diploma,Marketing,Expert,54,60,97,65,2286,High,Medium,24,2,Critical,8,71,75,Poor,0,1,Reassignment Required
299,23,24,Master,Finance,High,69,55,58,84,3190,Low,Medium,17,10,Low,6,86,72,Poor,1,1,Optimal
300,48,17,PhD,Finance,Low,69,53,46,50,9898,Medium,Expert,29,6,Critical,2,92,92,Good,5,2,Suboptimal
301,23,11,Diploma,R&D,Low,47,60,38,64,9485,Low,Medium,10,10,Medium,3,90,85,Excellent,5,0,Suboptimal
302,47,24,PhD,Operations,Expert,63,87,56,58,2561,High,High,6,9,Critical,4,70,96,Poor,3,3,Optimal
303,38,16,Diploma,HR,Medium,58,66,78,59,6628,High,Expert,14,11,Low,6,76,71,Average,0,0,Optimal
304,54,27,Diploma,R&D,Low,42,75,66,72,3611,Low,Medium,26,8,High,2,97,71,Excellent,1,2,Optimal
305,30,25,Master,Operations,Medium,94,40,57,56,7560,Medium,High,28,7,Low,8,61,80,Good,4,4,Optimal
306,50,13,PhD,R&D,Expert,54,40,79,91,1660,Low,Expert,28,10,Critical,7,62,89,Poor,1,4,Optimal
307,47,15,Diploma,Marketing,Expert,75,61,84,69,4178,Low,Medium,15,5,High,9,93,80,Poor,0,2,Optimal
308,56,13,Bachelor,Finance,Medium,45,54,33,57,4389,High,Low,4,6,High,3,91,77,Poor,2,4,Optimal
309,46,8,Bachelor,Finance,Expert,96,91,48,71,4063,Low,Low,27,2,Critical,2,83,88,Average,2,4,Suboptimal
310,45,3,Bachelor,R&D,Low,81,59,66,79,7401,Low,Medium,2,8,Low,2,83,93,Excellent,1,1,Optimal
311,34,24,Master,Finance,Expert,89,42,33,84,9127,Low,Low,19,7,High,7,72,92,Average,4,1,Optimal
312,28,22,Diploma,IT,Expert,87,53,66,43,3840,Low,Expert,28,8,High,3,81,90,Poor,3,1,Suboptimal
313,57,10,Master,R&D,Low,57,48,80,71,7309,Low,Medium,13,2,Critical,6,78,84,Good,2,2,Suboptimal
314,41,5,PhD,Marketing,Medium,77,58,61,58,8192,Low,High,12,8,High,8,89,97,Average,5,4,Optimal
315,22,14,PhD,R&D,Expert,58,79,74,42,7054,High,Low,25,8,Low,8,98,89,Good,3,0,Optimal
316,29,4,Diploma,R&D,Medium,88,73,41,77,7146,High,Medium,21,9,High,9,80,83,Average,4,3,Reassignment Required
317,37,10,Bachelor,Finance,Low,89,43,70,67,7561,High,Expert,23,3,Medium,6,82,95,Good,2,4,Optimal
318,35,24,Diploma,Marketing,Medium,69,72,85,77,9560,High,Medium,13,2,High,2,75,95,Good,4,2,Reassignment Required
319,33,17,Diploma,R&D,Medium,52,82,43,93,1538,Low,High,15,2,Medium,5,66,87,Poor,0,1,Reassignment Required
320,44,29,Diploma,Finance,High,78,76,83,45,3927,Low,High,2,9,Low,6,79,94,Poor,3,3,Suboptimal
321,36,12,Master,HR,High,91,41,92,95,3393,Low,Medium,8,8,Medium,2,73,89,Excellent,0,3,Reassignment Required
322,49,10,PhD,Marketing,Expert,51,66,94,79,9922,Low,Medium,3,10,High,7,85,74,Poor,4,3,Optimal
323,55,13,Diploma,Operations,High,73,84,87,96,1896,High,Medium,1,3,High,4,81,71,Excellent,4,0,Reassignment Required
324,23,27,Diploma,IT,High,98,56,50,56,7867,High,Medium,29,5,Critical,8,95,71,Poor,1,1,Suboptimal
325,53,17,Diploma,Operations,High,51,88,33,81,7345,Low,Expert,24,9,Critical,4,85,71,Good,1,1,Reassignment Required
326,44,26,Master,Marketing,Medium,83,89,75,95,3368,Low,Medium,11,7,High,5,71,95,Excellent,2,1,Reassignment Required
327,43,27,Master,R&D,Medium,63,92,41,44,5559,Low,Expert,27,3,High,7,90,71,Poor,0,1,Reassignment Required
328,46,24,Master,Finance,High,43,99,59,58,8747,Low,Medium,9,11,High,2,99,78,Average,0,4,Reassignment Required
329,43,27,Diploma,Marketing,Low,75,70,89,82,3380,Medium,Expert,24,3,High,4,63,98,Poor,4,3,Reassignment Required
330,43,18,Bachelor,IT,High,89,80,94,81,1014,Medium,High,17,8,Low,8,99,81,Poor,1,3,Reassignment Required
331,27,23,Bachelor,Marketing,Low,87,45,43,74,4135,Medium,Low,28,10,High,7,86,90,Average,3,3,Reassignment Required
332,36,26,Bachelor,Finance,Medium,53,99,73,61,3277,Medium,Medium,7,9,Medium,6,68,96,Poor,4,2,Suboptimal
333,58,14,PhD,Operations,Low,56,91,55,63,9202,Low,Medium,23,3,Critical,9,71,91,Excellent,0,1,Optimal
334,54,8,Diploma,HR,Medium,88,70,45,49,2656,Low,High,4,4,Medium,2,88,89,Poor,0,4,Suboptimal
335,29,7,Bachelor,Operations,Low,42,42,36,41,2660,Low,Low,29,9,Medium,5,87,87,Poor,4,4,Reassignment Required
336,26,19,Bachelor,Finance,Medium,77,79,61,67,2763,Medium,High,29,5,Low,5,75,72,Average,4,2,Reassignment Required
337,25,27,Bachelor,Finance,Medium,62,42,45,80,9733,Medium,High,13,7,Medium,6,67,99,Average,5,2,Suboptimal
338,27,0,Diploma,IT,High,52,72,91,76,2529,Low,Medium,28,3,Medium,9,72,88,Poor,4,3,Reassignment Required
339,53,3,Bachelor,Marketing,Expert,48,91,59,92,8865,Medium,Medium,24,2,Medium,4,73,85,Average,0,3,Suboptimal
340,51,13,Bachelor,Marketing,Expert,60,98,41,56,6838,High,High,5,7,Critical,7,74,80,Good,5,3,Reassignment Required
341,56,24,Diploma,Operations,Medium,80,52,96,45,7910,Medium,Medium,29,9,Low,4,68,96,Average,3,3,Reassignment Required
342,37,1,PhD,HR,High,47,60,75,82,3617,Medium,Medium,12,6,Medium,9,91,95,Excellent,0,3,Optimal
343,34,15,Master,HR,Expert,56,76,72,98,3754,Medium,Medium,20,2,Medium,5,81,93,Poor,4,1,Reassignment Required
344,51,2,Bachelor,IT,Expert,55,55,84,44,9101,Medium,Low,29,11,Low,3,84,93,Average,1,4,Optimal
345,40,25,Master,Finance,High,55,60,74,78,2426,Low,Low,5,3,High,7,85,84,Poor,3,1,Optimal
346,38,7,PhD,IT,High,98,95,89,46,9067,High,Medium,11,4,Medium,8,88,91,Excellent,5,4,Suboptimal
347,40,5,PhD,Marketing,Expert,67,87,61,71,6208,Low,High,2,3,Critical,7,77,80,Good,5,0,Optimal
348,49,15,Bachelor,R&D,Expert,90,95,37,43,7222,Medium,Low,4,10,Critical,7,95,98,Good,2,0,Suboptimal
349,47,23,Diploma,R&D,Low,95,83,91,60,8808,Medium,High,10,11,High,5,79,79,Poor,5,0,Suboptimal
350,58,15,PhD,R&D,Low,55,52,49,81,3061,Medium,Expert,24,3,Medium,7,92,96,Average,0,4,Optimal
351,47,6,Master,Finance,Medium,96,43,47,71,3563,Medium,Expert,7,4,Low,5,79,93,Good,3,2,Suboptimal
352,44,29,Master,IT,Expert,85,70,35,95,3803,Medium,Medium,12,10,High,2,62,88,Poor,3,1,Optimal
353,30,12,Master,Operations,High,91,48,58,57,7209,High,High,8,4,Critical,6,93,92,Poor,4,2,Reassignment Required
354,33,12,Master,Marketing,High,85,87,33,72,3293,Low,High,23,9,Critical,2,65,74,Good,3,4,Suboptimal
355,22,4,PhD,R&D,Expert,53,72,72,53,2625,Medium,Expert,23,9,Low,5,90,83,Poor,5,3,Optimal
356,22,24,Bachelor,HR,Medium,85,76,63,45,6809,High,Low,27,4,High,2,94,78,Good,0,2,Optimal
357,55,19,Bachelor,IT,High,83,92,62,50,1571,Low,High,23,11,Low,4,91,94,Good,1,4,Optimal
358,53,21,Master,Marketing,Expert,77,76,44,85,8399,Low,High,16,11,High,5,68,90,Average,3,0,Optimal
359,46,17,Bachelor,Marketing,Expert,59,63,69,59,3400,Low,Low,2,4,High,4,86,75,Poor,5,3,Reassignment Required
360,22,14,Master,HR,Medium,84,64,34,68,9574,Medium,Medium,3,9,High,9,83,70,Good,0,0,Suboptimal
361,37,17,Master,HR,Expert,87,90,79,97,6829,Medium,Expert,17,4,Medium,4,81,97,Good,5,2,Optimal
362,26,1,Diploma,HR,High,80,80,95,74,2083,High,High,15,5,Critical,6,89,99,Average,5,2,Suboptimal
363,43,9,PhD,R&D,Low,73,68,83,55,2949,High,Medium,18,6,Critical,4,95,81,Good,5,1,Optimal
364,50,22,PhD,R&D,Medium,93,98,75,87,6530,Low,Medium,10,8,Critical,2,85,83,Average,4,1,Suboptimal
365,24,12,Master,IT,Expert,98,79,40,46,6202,Medium,Medium,22,2,High,9,61,73,Good,3,4,Optimal
366,33,17,PhD,HR,Medium,68,90,78,79,6430,Low,Low,2,9,High,2,66,84,Poor,2,2,Optimal
367,47,14,Bachelor,Operations,Expert,42,89,52,98,4497,Low,Medium,17,4,Medium,7,86,86,Poor,2,0,Reassignment Required
368,37,11,Master,Marketing,Low,49,86,84,99,6496,High,High,16,8,Critical,3,75,89,Poor,1,1,Suboptimal
369,58,14,Diploma,HR,Medium,59,75,34,75,5930,Medium,Medium,24,11,Critical,6,88,81,Average,4,0,Optimal
370,43,12,Bachelor,Marketing,Expert,41,54,93,83,4394,High,Medium,25,4,Medium,7,80,70,Poor,0,4,Optimal
371,50,17,Diploma,Finance,Low,66,84,64,83,1773,Medium,Medium,7,10,Critical,7,85,82,Average,3,0,Reassignment Required
372,35,14,Diploma,Finance,High,71,99,98,70,8793,Low,Expert,19,11,Low,7,77,99,Excellent,0,0,Reassignment Required
373,49,24,PhD,HR,Expert,95,57,83,81,3597,Low,High,16,6,Low,3,60,79,Average,2,3,Reassignment Required
374,26,22,PhD,Marketing,Low,49,59,32,83,8981,Low,Expert,1,4,Medium,4,61,73,Excellent,4,4,Reassignment Required
375,51,10,Master,Finance,Low,79,44,35,82,4061,Medium,Expert,4,4,Critical,7,73,75,Average,0,1,Reassignment Required
376,26,18,PhD,HR,Medium,56,57,85,82,4325,Low,Medium,13,5,Medium,5,97,78,Good,3,3,Suboptimal
377,33,2,Diploma,Marketing,Expert,97,99,31,86,2403,Medium,Medium,10,6,Medium,2,74,87,Average,4,2,Optimal
378,37,6,Diploma,HR,High,93,79,67,45,4320,Medium,Medium,11,6,Medium,5,95,71,Good,3,2,Suboptimal
379,47,20,Bachelor,R&D,Expert,72,40,85,68,8239,High,Low,19,9,Critical,3,83,75,Average,3,1,Reassignment Required
380,47,25,Diploma,Marketing,Low,45,58,34,66,7649,Low,High,15,11,Medium,9,84,80,Average,4,4,Optimal
381,42,13,Master,Finance,High,78,62,75,82,8420,High,Low,11,7,Critical,7,68,95,Excellent,4,2,Suboptimal
382,57,13,Master,HR,Low,86,65,40,41,8139,Medium,High,3,6,Low,8,74,97,Excellent,5,2,Reassignment Required
383,54,21,PhD,Finance,Medium,57,88,94,95,1869,Low,Medium,2,3,Medium,8,96,82,Good,3,2,Suboptimal
384,51,12,PhD,HR,Expert,48,68,39,61,7442,Low,High,11,6,Medium,8,65,75,Good,2,4,Suboptimal
385,58,11,PhD,IT,Low,47,98,70,98,1973,Medium,High,10,8,Critical,3,71,81,Poor,3,2,Reassignment Required
386,44,23,Master,Finance,Low,64,73,73,48,2188,Low,Expert,3,4,Low,2,86,88,Poor,4,1,Optimal
387,31,8,Diploma,Finance,Expert,70,58,62,50,6147,Medium,High,27,8,Critical,8,66,87,Excellent,5,1,Reassignment Required
388,26,0,PhD,Operations,High,81,87,85,55,4443,Low,High,5,2,High,7,87,99,Good,1,1,Reassignment Required
389,57,18,Bachelor,R&D,Low,43,57,41,84,6684,Low,Expert,15,7,Critical,3,71,88,Poor,0,3,Suboptimal
390,55,10,PhD,Finance,Expert,59,41,31,52,2321,Medium,Low,4,2,Low,5,94,97,Good,3,1,Optimal
391,52,22,Master,Marketing,Medium,67,99,30,93,3023,High,High,17,8,Low,3,61,81,Excellent,5,0,Reassignment Required
392,31,21,PhD,HR,Medium,79,66,94,93,7740,Medium,Low,1,7,Medium,5,85,89,Good,0,2,Optimal
393,40,22,Diploma,IT,Expert,40,45,62,99,6468,Low,Low,1,11,Critical,8,79,82,Excellent,3,1,Suboptimal
394,53,23,PhD,Marketing,Low,79,78,65,57,1438,Medium,Medium,12,2,Critical,9,84,89,Poor,5,4,Reassignment Required
395,22,21,Master,Marketing,Expert,94,45,50,92,1164,Medium,High,10,10,High,7,80,92,Good,3,4,Optimal
396,26,18,Master,Marketing,Expert,83,98,65,64,6678,Medium,Expert,9,6,Low,9,60,73,Good,5,4,Optimal
397,25,17,Bachelor,Marketing,Low,62,45,55,72,8835,Low,Expert,9,8,Critical,4,87,95,Poor,1,3,Suboptimal
398,37,11,Master,IT,High,96,70,76,91,4337,High,Medium,25,2,High,7,97,99,Average,4,4,Optimal
399,45,22,Bachelor,Operations,High,86,80,30,49,4350,High,Expert,26,9,Critical,6,72,91,Average,5,3,Optimal
400,37,27,Diploma,R&D,Medium,52,79,67,97,1987,Low,High,20,9,Low,2,89,75,Excellent,2,2,Optimal
401,23,27,Master,Finance,High,55,69,43,69,3529,High,Low,20,10,Medium,3,69,82,Good,5,0,Reassignment Required
402,49,27,PhD,Marketing,Expert,65,95,75,90,5612,Medium,Low,14,3,Critical,8,81,99,Poor,4,4,Reassignment Required
403,53,26,Diploma,Finance,Low,94,93,71,88,4845,Medium,Expert,26,7,Low,7,88,79,Excellent,0,4,Suboptimal
404,48,0,PhD,Finance,Medium,70,60,36,40,6756,High,Expert,23,11,Low,2,64,72,Poor,0,3,Suboptimal
405,41,18,PhD,Marketing,High,89,80,84,72,9105,High,Expert,29,6,Low,3,67,78,Average,3,3,Reassignment Required
406,45,27,PhD,Operations,Expert,40,83,85,88,2326,High,Low,19,7,High,9,70,84,Good,4,0,Optimal
407,33,26,Diploma,Finance,Medium,56,57,92,54,9219,Medium,High,10,6,High,9,85,99,Excellent,1,1,Reassignment Required
408,56,19,Diploma,HR,Low,55,62,53,68,7924,Medium,High,3,2,Medium,8,78,95,Average,2,3,Suboptimal
409,54,28,Master,Finance,High,94,77,33,41,5593,Low,High,20,3,Critical,4,78,99,Average,4,0,Suboptimal
410,54,29,PhD,R&D,Expert,76,62,71,50,7662,Low,High,27,4,High,8,89,74,Good,3,2,Reassignment Required
411,58,16,Bachelor,Marketing,Low,91,67,99,92,1193,Medium,High,22,8,High,8,95,95,Good,0,4,Suboptimal
412,33,4,Master,IT,Expert,92,75,57,73,9783,Medium,Medium,17,11,High,5,68,94,Good,4,4,Suboptimal
413,24,25,Diploma,Finance,Expert,49,64,69,91,3489,Low,Expert,27,10,Critical,2,66,95,Good,0,0,Suboptimal
414,22,2,Bachelor,Operations,Expert,97,46,80,80,7401,Low,High,3,3,Medium,4,77,91,Excellent,5,0,Suboptimal
415,54,1,Diploma,HR,Low,77,57,58,58,9304,Medium,Medium,12,11,Medium,4,68,91,Good,3,4,Suboptimal
416,31,2,Bachelor,HR,Medium,83,59,71,41,2737,High,High,15,2,Medium,6,65,78,Excellent,0,3,Optimal
417,50,7,Master,IT,Expert,70,44,98,87,3061,Medium,Expert,5,2,Critical,4,65,98,Good,3,1,Reassignment Required
418,34,15,Bachelor,R&D,Medium,49,57,34,59,7283,High,High,27,5,Critical,6,81,95,Excellent,5,2,Suboptimal
419,33,5,Master,IT,Medium,93,81,70,80,7840,Medium,High,15,10,Medium,8,76,84,Excellent,2,1,Suboptimal
420,52,12,Diploma,R&D,High,88,79,90,91,4559,Low,High,20,5,Low,4,74,82,Good,1,1,Suboptimal
421,23,29,Bachelor,Finance,High,73,72,84,70,6461,Low,Expert,24,4,Critical,8,68,90,Poor,0,1,Reassignment Required
422,56,22,PhD,Marketing,Medium,90,54,57,99,8599,Low,Low,16,11,Critical,5,65,72,Excellent,4,4,Reassignment Required
423,44,27,PhD,Operations,High,91,74,70,92,4883,Medium,Expert,9,9,Medium,9,82,88,Excellent,2,1,Reassignment Required
424,38,21,Diploma,HR,High,45,86,38,43,4251,Medium,Low,8,10,Medium,9,76,71,Poor,1,3,Suboptimal
425,47,21,Bachelor,IT,Medium,67,85,58,68,6053,Medium,Medium,11,6,Low,4,91,87,Excellent,4,3,Suboptimal
426,29,15,PhD,Operations,Low,67,40,67,95,4014,High,Medium,27,3,Low,9,91,83,Average,5,3,Reassignment Required
427,50,27,Master,R&D,High,98,60,91,69,2128,Medium,High,9,5,High,9,96,91,Average,4,0,Optimal
428,47,15,Bachelor,Marketing,High,52,47,83,52,7865,High,High,16,11,High,9,62,93,Poor,3,2,Optimal
429,31,2,Bachelor,HR,Low,80,46,81,54,7472,High,High,14,9,Medium,7,75,82,Poor,1,3,Reassignment Required
430,47,27,PhD,HR,Low,51,80,63,59,8416,High,Expert,15,3,High,5,61,96,Good,4,1,Suboptimal
431,55,12,Master,R&D,Low,89,89,66,73,2696,Low,High,14,10,Critical,3,62,93,Excellent,4,0,Suboptimal
432,28,13,Master,Marketing,Medium,79,83,78,67,9324,High,Low,24,6,Low,9,73,77,Average,4,4,Optimal
433,25,7,Master,HR,Low,96,79,71,59,8407,High,Medium,10,8,High,4,73,79,Poor,2,3,Suboptimal
434,32,11,Bachelor,Marketing,Medium,89,79,43,89,8245,Low,Medium,13,6,High,8,89,92,Good,1,1,Reassignment Required
435,50,22,Diploma,HR,Expert,96,69,62,64,5665,High,Medium,1,4,Medium,4,99,71,Poor,3,1,Suboptimal
436,57,22,Bachelor,Finance,Expert,94,77,46,66,5220,Medium,Low,23,3,Low,3,86,79,Average,5,4,Suboptimal
437,46,21,Bachelor,R&D,Low,96,74,61,69,8574,Medium,High,9,4,Low,8,76,96,Poor,2,0,Reassignment Required
438,42,20,PhD,Marketing,Low,93,41,97,95,7170,Low,Low,17,3,High,6,98,71,Poor,2,1,Optimal
439,57,25,Diploma,Operations,Expert,41,85,68,80,1311,Low,Low,26,3,Critical,5,68,98,Excellent,2,2,Reassignment Required
440,31,7,Master,Finance,Medium,47,47,39,59,6434,High,Expert,17,3,Critical,3,95,95,Average,3,3,Suboptimal
